cntry,c2weight,gndr,eisced,netusoft,mnactic,hincfel,w4q50
BE,0.7179307,1,4,5,1,3,3
BE,0.48449284,1,7,5,1,1,3
BE,0.59090424,1,6,2,6,2,3
BE,0.7876722,2,6,5,8,2,3
BE,0.6634668,2,7,5,1,2,2
BE,0.53717,2,6,5,1,2,4
BE,0.50328135,1,7,5,1,1,2
BE,1.4485629,1,4,5,2,1,3
BE,0.6506849,1,6,5,1,1,4
BE,0.765838,1,6,5,6,2,2
BE,0.6243552,2,4,2,6,1,3
BE,0.548249,2,7,5,1,1,4
BE,0.88585573,1,7,5,1,1,1
BE,1.2749678,1,4,5,2,2,2
BE,0.6084623,1,6,5,6,2,4
BE,0.69206226,1,6,5,1,1,4
BE,0.73991454,2,7,5,1,1,2
BE,0.66840017,1,6,5,9,1,3
BE,0.81214577,1,6,5,1,3,3
BE,1.5533761,2,5,5,1,2,4
BE,0.44327644,2,6,5,1,1,2
BE,2.891821,2,2,5,6,2,4
BE,4.3930254,2,2,5,6,2,2
BE,2.2810507,2,2,4,1,2,4
BE,0.67835855,1,4,5,2,1,3
BE,0.86161953,1,4,5,6,1,2
BE,0.61166686,2,3,5,6,2,2
BE,3.1344295,1,2,5,1,2,3
BE,1.1700697,2,4,4,1,1,3
BE,1.6102659,1,2,4,6,2,2
BE,0.7567249,2,7,4,8,1,3
BE,0.46217796,1,7,5,6,3,2
BE,0.8501721,1,4,5,5,2,2
BE,0.7254089,1,6,5,2,1,3
BE,0.7033003,1,4,5,6,3,3
BE,1.2372763,2,5,5,1,2,2
BE,0.6212251,2,6,5,2,1,3
BE,1.412448,1,2,4,6,2,4
BE,0.83632225,2,7,5,8,1,4
BE,0.6729987,1,5,5,5,1,3
BE,0.83573985,2,4,5,2,2,3
BE,0.6791762,1,5,5,6,2,3
BE,0.6185931,2,5,5,5,2,2
BE,2.6041026,1,4,5,6,2,2
BE,1.1614776,1,7,5,1,1,4
BE,0.97695106,2,6,5,1,3,3
BE,0.9413123,2,7,5,1,2,2
BE,0.6749883,2,7,5,1,1,2
BE,1.492075,1,4,5,2,1,3
BE,0.6351121,2,6,5,1,1,3
BE,0.5409903,2,6,5,8,1,2
BE,1.1537346,1,3,5,1,1,2
BE,1.7259843,1,3,4,5,4,3
BE,1.4945508,1,2,4,6,2,2
BE,0.4172272,2,6,5,1,1,2
BE,0.88525337,1,1,5,1,2,3
BE,1.0679089,1,4,5,6,3,2
BE,0.4122065,2,6,4,6,1,3
BE,0.66240877,1,4,5,6,2,3
BE,1.6868793,1,5,5,1,1,2
BE,0.5097485,1,7,5,1,1,2
BE,0.67940223,1,4,5,4,3,3
BE,0.42551008,1,6,5,1,2,4
BE,0.9161611,1,3,5,1,3,1
BE,0.6732834,2,6,5,2,1,2
BE,2.1125503,2,1,5,1,4,3
BE,0.89458984,2,5,5,1,1,3
BE,1.014562,2,4,5,1,2,1
BE,1.017225,2,2,4,6,2,3
BE,0.6921259,2,4,5,8,2,3
BE,0.7927187,1,4,5,6,2,2
BE,0.53300226,1,6,5,2,1,3
BE,0.8833894,2,6,5,1,2,3
BE,1.6583443,2,6,5,6,2,2
BE,0.6472284,2,7,5,1,2,2
BE,0.72109747,2,7,5,1,1,4
BE,3.369682,1,4,5,2,1,2
BE,0.90389,2,6,5,1,1,3
BE,3.3815293,2,4,5,4,2,2
BE,0.4829683,2,6,5,5,1,3
BE,0.7551835,1,7,5,1,1,4
BE,0.45201424,2,6,4,6,1,2
BE,0.41683686,1,6,5,1,1,4
BE,0.51349914,1,6,5,6,2,4
BE,0.9525847,2,4,5,2,1,4
BE,4.12365,1,2,3,4,2,2
BE,0.7069585,2,4,5,6,3,2
BE,0.55594903,2,7,5,1,1,3
BE,0.7734129,2,5,5,1,3,2
BE,1.127371,2,3,2,5,4,2
BE,1.3628545,2,4,5,1,1,4
BE,0.64127916,2,6,5,1,2,2
BE,0.9273699,1,5,4,1,3,3
BE,0.5922006,1,6,5,1,1,4
BE,0.8927448,1,5,5,1,1,3
BE,0.61116815,1,4,4,1,2,2
BE,0.49417678,1,6,5,6,1,4
BE,0.9227975,1,7,5,1,1,3
BE,0.54136056,2,7,5,8,1,4
BE,0.807389,2,4,5,1,1,2
BE,0.8287915,2,4,5,1,2,3
BE,0.67568696,2,4,4,8,2,2
BE,1.0425847,1,4,5,9,2,2
BE,1.5798315,1,4,5,2,1,3
BE,0.59879786,2,7,5,1,1,4
BE,0.47876716,1,7,5,6,1,3
BE,1.6544132,1,2,5,6,2,2
BE,0.5530264,1,7,5,1,1,4
BE,0.7852892,2,6,5,8,1,3
BE,1.0828098,1,7,5,1,1,3
BE,0.5262863,1,6,5,3,3,2
BE,0.4316887,2,7,5,1,1,3
BE,1.1958777,1,2,4,6,1,4
BE,0.4807467,1,6,5,1,1,3
BE,0.52794653,2,6,2,6,1,2
BE,0.6622106,1,7,5,1,2,4
BE,1.1799167,2,5,5,2,1,3
BE,1.0384918,2,7,5,1,2,3
BE,0.5545802,2,6,2,8,1,4
BE,0.60503613999999994,1,5,5,1,1,3
BE,1.0007743,1,4,5,1,2,4
BE,1.3678137,2,6,5,1,3,3
BE,0.9513569,1,6,3,6,3,3
BE,0.7251652,2,7,5,1,1,3
BE,0.56727594,1,6,5,1,1,4
BE,0.45878568,2,6,3,3,3,2
BE,0.4778179,1,5,5,6,2,3
BE,1.6895767,2,2,5,3,3,4
BE,1.1004096,2,6,5,5,2,3
BE,1.0287273,2,5,5,5,4,2
BE,1.0075595,1,3,5,1,1,3
BE,2.3402588,1,2,5,6,2,2
BE,0.59879786,2,7,5,1,2,3
BE,4.192852,1,2,5,1,1,3
BE,0.85851544,2,4,5,5,4,2
BE,1.1030196,2,7,5,1,1,2
BE,0.5141536,1,7,5,1,1,4
BE,1.2425017,2,4,5,1,1,4
BE,0.6724329,2,6,5,1,2,4
BE,1.0144064,2,4,5,2,1,3
BE,0.8347429,2,4,5,8,1,1
BE,2.3252168,2,4,5,6,2,3
BE,2.7285457,1,2,5,2,3,3
BE,0.7172916,1,7,5,1,1,3
BE,1.0277847,1,4,5,1,3,3
BE,2.87187,2,2,5,2,1,1
BE,0.66798145,2,7,5,2,1,4
BE,0.89945763,2,7,5,1,1,2
BE,0.98549473,1,4,4,6,2,3
BE,1.0473541,2,7,5,1,1,3
BE,0.69543207,1,5,5,6,2,4
BE,1.2038553,2,4,5,1,1,4
BE,0.861506,1,4,5,6,2,3
BE,0.7484574,2,6,5,1,1,4
BE,1.7206894,1,4,5,1,1,2
BE,0.46178976,1,7,5,6,1,3
BE,0.40242922,1,7,5,6,1,3
BE,1.02063,1,7,1,1,1,3
BE,0.9352891,1,6,5,1,1,4
BE,0.54904073,2,7,5,1,1,3
BE,0.893633,2,5,5,1,1,4
BE,0.70495105,2,6,3,6,2,4
BE,3.13463,1,2,2,6,1,3
BE,1.9222622,2,4,5,2,1,3
BE,1.0369484,2,4,5,6,1,2
BE,1.6770895,1,2,5,1,2,4
BE,0.91852397,1,5,5,1,2,3
BE,1.7456882,2,4,5,1,2,3
BE,1.6896181,1,6,5,1,2,2
BE,0.7699272,2,6,5,1,2,2
BE,0.8254362,2,6,5,1,2,3
BE,0.98859423,1,4,5,1,2,2
BE,0.5408051,2,6,5,1,1,1
BE,0.46468562,1,7,5,6,3,4
BE,0.7172916,1,7,5,1,1,2
BE,0.8539401,2,6,5,1,1,3
BE,0.7271842,1,6,5,1,2,2
BE,0.6669865,1,7,5,1,2,3
BE,0.7079575,1,7,5,1,2,3
BE,0.83448476,2,5,5,1,2,3
BE,1.1599106,2,7,5,6,1,3
BE,1.2298354,1,7,5,1,1,3
BE,2.2174137,2,2,5,6,1,2
BE,1.2035029,2,6,5,1,3,4
BE,0.8390817,2,6,4,1,1,2
BE,0.56715435,2,7,5,8,1,2
BE,0.5428361,1,7,5,1,2,3
BE,1.7479329,1,4,5,1,2,3
BE,0.5012854,2,6,5,6,1,3
BE,0.58567524,2,4,5,1,1,3
BE,0.8932211,2,4,3,6,3,4
BE,0.65075237,1,4,5,1,1,4
BE,0.9226756,1,4,5,6,2,2
BE,2.6917322,2,2,5,1,3,2
BE,0.70320463,2,6,5,8,1,2
BE,1.0072932000000001,2,6,5,1,4,2
BE,0.9423445,2,6,5,1,2,2
BE,0.6566803,1,6,5,1,1,3
BE,0.8802678,1,5,5,5,1,3
BE,0.9901311,1,6,2,6,2,2
BE,0.89716506,1,4,5,6,3,3
BE,1.105574,1,5,5,1,2,3
BE,0.8821357,1,7,5,6,2,4
BE,1.0538373,1,NA,5,1,3,2
BE,0.53091335,1,7,5,6,1,3
BE,0.5995723,2,7,5,1,2,3
BE,1.8137012,1,4,5,1,2,3
BE,0.81995016,1,7,5,1,1,3
BE,0.5171744,2,6,2,6,1,3
BE,3.903116,1,1,5,1,1,2
BE,0.56827366,1,6,5,1,2,4
BE,0.9684654,1,4,3,6,2,3
BE,1.6508541,2,6,2,6,3,3
BE,0.8866541,1,5,5,5,3,2
BE,0.71414775,2,6,5,1,2,2
BE,0.7333879,1,7,5,1,1,4
BE,0.62741256,1,6,5,1,1,3
BE,1.7879987,2,4,5,5,2,2
BE,2.7515812,1,2,5,9,1,2
BE,0.5116619,2,6,5,6,2,3
BE,1.0206467,2,4,2,8,2,1
BE,0.762569,2,7,5,1,2,3
BE,0.35849047,2,6,5,5,2,4
BE,0.5483426,2,6,5,6,1,4
BE,0.60844845,2,6,4,8,2,2
BE,0.49715677,2,6,5,1,1,4
BE,1.1272309,2,NA,5,1,2,2
BE,1.2233635,2,4,5,1,2,4
BE,0.51493496,1,6,5,1,2,3
BE,0.47064644,2,6,5,1,2,3
BE,0.79460734,1,7,5,1,1,3
BE,0.6294193,1,4,5,1,2,4
BE,1.0037861,2,4,5,2,1,3
BE,0.59378576,2,6,5,1,1,2
BE,0.76097274,2,7,5,1,1,3
BE,0.7652724,1,6,5,1,1,3
BE,2.3416913,1,2,5,2,2,2
BE,0.9943332,1,7,5,1,1,3
BE,0.7544677,2,4,5,6,1,3
BE,0.78302294,1,6,5,1,2,2
BE,0.5958781,2,7,5,1,1,2
BE,0.5240759,1,7,5,1,1,2
BE,0.57515377,2,6,5,6,1,4
BE,0.70045656,2,6,5,1,2,3
BE,1.1467587,1,5,5,1,1,3
BE,0.61778146,1,5,5,2,1,2
BE,1.0962628,2,6,5,3,2,2
BE,0.6486975,2,7,5,1,1,1
BE,0.5704381,1,6,5,6,2,3
BE,0.7999583,2,6,5,1,2,4
BE,0.8124934,1,6,5,1,2,2
BE,2.2797496,2,4,5,9,1,3
BE,0.4236699,2,6,5,8,3,4
BE,0.74212843,2,6,5,1,2,2
BE,0.6524782,2,7,5,1,1,3
BE,0.6796963,1,7,5,1,1,3
BE,0.8082493,2,4,5,5,2,2
BE,1.0688514,1,5,5,3,3,2
BE,0.9078107,2,4,5,3,3,2
BE,0.89576274,2,6,5,1,2,3
BE,0.60410076,2,6,5,1,1,3
BE,0.44662747,1,6,5,1,1,4
BE,1.3496387,1,2,5,1,1,3
BE,1.9752872,2,2,5,1,1,3
BE,0.81186604,2,4,4,1,1,3
BE,0.5362727,1,5,5,1,2,4
BE,1.5327175,1,7,5,1,1,3
BE,0.7488013,1,7,5,1,1,4
BE,0.7039193,1,4,3,6,2,2
BE,0.7803692,1,4,5,1,1,4
BE,0.5186541,1,6,5,1,1,3
BE,0.6789279,2,7,5,1,1,2
BE,0.38238874,1,7,5,1,1,3
BE,0.7826918,1,7,5,1,1,3
BE,0.92061025,1,4,5,1,1,4
BE,0.6609684,1,6,5,1,1,3
BE,1.049227,2,1,5,5,2,3
BE,2.2003999,1,5,4,5,2,3
BE,0.90083605,1,4,3,1,1,2
BE,2.1022289,1,1,4,6,1,3
BE,0.82439715,1,6,5,1,2,3
BE,0.87874794,1,NA,5,6,2,3
BE,0.66475475,1,6,5,6,1,4
BE,0.54352677,2,7,5,8,1,3
BE,3.7961526,2,2,5,3,4,2
BE,0.5382788,2,6,5,1,2,2
BE,3.8984635,1,4,5,2,3,3
BE,0.7551491,2,6,5,1,1,3
BE,0.8569823,1,4,5,1,1,3
BE,0.56849575,2,7,5,1,1,2
BE,1.1126004,1,2,5,6,3,3
BE,1.5069302,1,2,5,1,2,3
BE,0.7133483,1,6,5,1,1,3
BE,2.0100887,2,4,5,1,2,3
BE,0.51714146,1,7,5,1,2,3
BE,0.95094436,1,1,5,6,3,1
BE,0.7740618,1,7,5,1,1,3
BE,1.1470197,1,7,5,1,1,2
BE,1.4765922,1,2,5,9,3,2
BE,0.92062354,1,2,4,1,3,2
BE,0.7952177,2,4,4,6,1,4
BE,0.7991134,1,4,4,6,3,3
BE,0.5682055,2,6,5,1,1,4
BE,1.8895986,1,2,5,1,1,4
BE,0.4510805,1,7,5,6,1,4
BE,0.7253069,2,4,2,8,2,3
BE,0.73208606,1,4,5,6,1,3
BE,1.1158953,1,4,5,6,3,3
BE,0.9845558,2,7,5,1,2,2
BE,1.1130689,1,7,5,1,1,3
BE,1.0943788,2,5,4,1,3,2
BE,0.7913318,2,7,5,1,2,2
BE,1.769615,2,2,5,5,4,2
BE,0.47952765,1,7,5,6,2,2
BE,0.41689712,1,6,5,6,2,3
BE,1.0767115,2,4,5,2,1,4
BE,1.1994078,1,4,5,2,1,2
BE,0.62537557,2,7,5,1,1,2
BE,1.3066654,1,3,5,1,2,2
BE,0.64039016,2,3,5,1,2,3
BE,1.3225819,1,1,1,6,2,3
BE,0.8226863,1,6,5,6,1,3
BE,0.95880675,2,4,5,1,1,2
BE,0.6514067,1,7,5,1,1,2
BE,0.6122887,2,7,5,1,1,2
BE,5.4385786,1,1,5,1,2,2
BE,0.6179622,1,6,5,1,1,2
BE,0.7209825,2,6,5,2,2,2
BE,0.49831146,2,6,5,6,1,3
BE,0.5397292,1,7,5,1,1,3
BE,0.6433923,1,6,5,1,1,2
BE,0.91462594,1,6,5,1,2,3
BE,0.9999174,2,4,5,1,1,2
BE,0.8124934,1,6,5,1,1,4
BE,0.63509554,1,7,5,1,1,4
BE,0.56779593,2,6,5,6,2,3
BE,0.48265782,2,6,5,6,1,3
BE,0.7099471,2,6,5,1,1,4
BE,0.4375199,1,7,5,6,1,3
BE,1.5690192,1,2,5,6,1,2
BE,0.5831106,2,6,5,1,2,3
BE,0.8668228,1,7,5,1,1,2
BE,1.4606587,1,4,5,1,2,2
BE,0.6641866,2,4,5,6,4,3
BE,0.49786583,2,6,5,1,2,2
BE,0.6025622,1,7,5,1,1,2
BE,0.68675125,2,4,5,6,1,3
BE,1.1069119,1,7,5,1,1,2
BE,0.55457735,2,4,5,5,2,4
BE,0.90115553,1,4,5,2,2,2
BE,0.6667989,1,6,5,1,1,3
BE,1.3741726,1,7,5,1,1,2
BE,0.7555418,1,7,5,1,1,2
BE,0.54606557,2,6,5,1,1,2
BE,0.7599614,1,7,5,1,1,3
BE,0.72462744,2,7,5,1,1,3
BE,1.0858403,1,5,5,1,2,4
BE,0.631984,2,7,5,1,3,3
BE,1.3575652,1,4,5,2,3,1
BE,0.39950946,2,7,5,5,2,1
BE,0.77147496,1,4,5,1,2,3
BE,0.57844925,1,6,5,2,1,2
BE,1.9418312,2,2,5,5,2,4
BE,1.7655414,2,4,5,8,1,3
BE,2.412361,1,2,5,1,3,2
BE,1.0138637,2,4,5,2,1,4
BE,0.6277938,2,6,5,6,3,2
BE,0.3813815,2,6,5,6,1,2
BE,0.5858307,2,7,5,1,1,2
BE,0.5169624,2,7,5,1,1,2
BE,0.54232216,2,7,5,8,1,3
BE,0.87668175,1,5,4,6,2,3
BE,0.84258467,2,4,5,2,1,3
BE,1.0818552,2,2,4,6,2,4
BE,0.7786075,2,7,5,1,3,2
BE,0.9938534,1,4,5,1,1,3
BE,0.39733726,1,7,5,1,1,3
BE,0.6179622,1,6,5,1,2,1
BE,1.0159307,1,5,5,1,1,4
BE,0.66296065,2,6,5,1,2,3
BE,0.7661879,2,4,5,1,2,3
BE,2.6647148,2,2,5,1,2,3
BE,1.1903633,2,3,5,8,1,3
BE,0.8778334,2,5,5,1,2,4
BE,0.8198961,2,6,5,1,2,3
BE,0.7384397,2,4,5,6,1,4
BE,1.0816171,2,4,5,2,1,4
BE,0.4691516,2,6,5,1,1,2
BE,0.37280297,1,7,5,1,1,3
BE,1.1996866,1,4,5,1,1,4
BE,0.82821316,1,7,5,1,1,4
BE,0.65264565,2,6,5,1,2,4
BE,0.71030366,2,6,5,1,1,3
BE,0.9406753,1,3,1,1,1,3
BE,0.89232606,1,4,5,3,3,2
BE,2.8007312,1,4,5,5,1,2
BE,2.91922,2,2,5,6,2,2
BE,1.1364224,1,6,5,1,2,2
BE,1.1274313,2,4,5,1,2,3
BE,0.5284391,1,5,5,6,1,3
BE,0.7021896,1,4,5,6,1,2
BE,0.6506849,1,6,5,1,3,4
BE,0.9612958,2,5,5,1,1,4
BE,0.7876557,1,6,5,1,2,2
BE,0.77169573,1,4,5,1,1,3
BE,0.8805341,2,6,5,1,2,3
BE,0.88886565,2,6,5,1,1,3
BE,0.86847013,2,7,5,1,1,2
BE,0.667809,2,6,5,1,1,4
BE,0.4865899,1,7,5,1,1,2
BE,1.1636214,2,7,5,1,2,3
BE,0.76732695,1,7,5,1,1,4
BE,0.71125096,2,4,4,6,2,3
BE,0.5604229,2,6,5,1,1,4
BE,2.3718789,1,2,5,6,2,3
BE,0.74559397,1,7,5,1,2,2
BE,0.75395584,2,6,5,1,1,3
BE,0.9324148,1,7,5,1,1,2
BE,1.0441375,2,4,5,8,1,3
BE,0.65251046,1,3,5,1,2,3
BE,0.85909736,2,4,5,6,3,3
BE,0.7050136,2,7,5,1,1,3
BE,0.7666582,2,6,5,1,1,4
BE,0.7416372,2,7,5,1,2,3
BE,0.6724065,2,6,5,1,1,2
BE,1.2617446,1,6,5,1,2,3
BE,0.35243192,1,7,5,1,1,3
BE,0.62795997,2,6,5,1,1,3
BE,0.5921273,1,4,5,6,1,3
BE,0.8407275,1,3,5,1,1,3
BE,0.48496172,1,6,4,1,2,2
BE,0.7894001,2,7,5,8,2,2
BE,0.7016197,1,7,5,1,1,3
BE,0.41648212,1,7,5,1,1,3
BE,1.1896502,2,4,5,5,1,2
BE,0.70062166,1,3,3,1,2,2
BE,0.3810697,1,6,5,6,1,4
BE,1.0314015,2,7,5,1,1,2
BE,0.7532163,2,6,5,1,1,3
BE,0.48364204,1,6,5,1,2,3
BE,0.60743964,1,4,3,6,2,4
BE,0.7007715,1,6,5,5,1,3
BE,1.489962,2,4,5,1,3,3
BE,0.69550157,2,6,5,8,1,3
BE,0.5129133,2,5,5,8,2,3
BE,0.4919369,2,6,5,1,1,2
BE,0.65386635,2,7,5,1,2,2
BE,0.5845639,1,6,5,1,3,2
BE,1.9610714,2,4,2,6,3,2
BE,1.1472015,2,5,5,1,2,4
BE,0.6678285,2,7,5,1,1,3
BE,0.431192,1,7,5,6,1,3
BE,0.41162056,1,6,5,1,2,3
BE,0.68997097,2,6,5,2,1,2
BE,0.7183917,2,4,5,6,2,2
BE,0.55983686,1,7,5,1,1,4
BE,0.79751956,1,4,5,6,2,3
BE,0.81474113,1,5,5,8,2,2
BE,0.98578155,1,4,5,1,2,2
BE,4.045594,2,1,5,5,3,2
BE,1.2033976,2,4,5,2,1,3
BE,2.6580653,1,4,5,5,3,2
BE,0.6710423,1,6,5,1,1,3
BE,0.6035205,1,7,5,1,2,2
BE,0.6411089,1,6,5,1,1,1
BE,1.0493681,2,7,5,3,3,3
BE,0.99962926,1,6,5,1,2,1
BE,0.5961017,2,6,5,1,2,3
BE,1.5672157,2,7,5,1,2,2
BE,0.5289774,2,4,4,6,2,3
BE,1.4586916,2,3,5,8,1,2
BE,0.91984123,2,7,5,1,1,3
BE,1.1036835,1,6,5,1,1,3
BE,0.7528164,1,4,5,6,1,3
BE,0.43617547,2,7,5,6,2,3
BE,0.5915427,1,6,5,6,1,2
BE,1.0335768,2,4,4,1,2,4
BE,1.0025879,2,5,5,1,1,3
BE,0.8044971,2,6,5,1,1,4
BE,0.6410646,2,7,5,1,2,3
BE,1.2542834,2,2,2,1,2,3
BE,1.3515482,2,5,5,1,1,1
BE,1.3198477,2,6,5,9,3,3
BE,0.6580475,2,4,5,1,1,3
BE,0.7544677,2,4,5,8,2,3
BE,1.7492839,2,4,5,2,1,3
BE,0.8605305,2,4,5,1,1,3
BE,0.7654503,1,7,5,1,1,3
BE,1.2058581,1,4,4,1,2,3
BE,0.483787,1,7,5,1,1,3
BE,0.45681798,2,7,5,6,2,3
BE,0.82471734,2,7,5,1,1,2
BE,0.66668,1,6,5,1,1,2
BE,0.6944317,1,6,5,1,1,1
BE,2.1189654,2,4,5,9,2,3
BE,0.62083477,1,4,5,1,1,3
BE,0.7859424,1,7,5,1,1,4
BE,0.6743048,1,4,5,6,1,2
BE,1.0292017,1,3,4,6,1,4
BE,2.2223282,1,4,5,2,1,4
BE,0.71694547,2,6,5,1,1,4
BE,1.8346456,1,2,5,5,1,2
BE,0.40794542,1,7,5,6,1,4
BE,0.75014514,1,6,5,6,1,2
BE,1.4550059,1,3,5,1,1,3
BE,0.831507,2,4,5,1,1,4
BE,0.8206717,1,7,5,1,1,4
BE,1.0584496,1,7,5,6,1,3
BE,1.3367623,1,6,5,2,3,3
BE,1.2064525,1,7,5,1,2,3
BE,0.77539045,2,4,5,8,2,1
BE,2.118359,2,2,5,8,2,4
BE,0.9413123,2,7,5,1,1,3
BE,0.6664031,1,7,5,1,1,3
BE,2.1365073,2,4,5,1,3,3
BE,1.4242743,2,3,5,1,1,4
BE,1.7127206,1,7,5,1,1,2
BE,2.089263,2,4,5,1,2,4
BE,0.41566455,2,7,5,1,2,2
BE,1.7793291,1,7,5,6,1,3
BE,0.71803623,1,6,4,1,1,3
BE,1.0828277,1,3,5,1,1,3
BE,0.6716292,1,6,5,2,2,3
BE,5.089506,2,2,5,1,2,3
BE,1.0856459,1,7,5,3,2,2
BE,0.6501087,2,7,5,1,2,3
BE,0.87118053,1,6,5,1,2,3
BE,1.3534544,2,7,5,1,1,3
BE,2.7208974,2,2,5,8,3,4
BE,0.7847841,2,7,5,1,2,3
BE,0.7552425,2,5,5,6,2,2
BE,0.64573145,2,4,4,5,3,2
BE,0.513599,2,7,5,1,2,2
BE,0.4348588,2,6,5,6,1,3
BE,0.5445349,1,7,5,1,1,3
BE,1.1857513,1,6,5,1,1,4
BE,1.1415207,1,3,5,1,2,3
BE,0.54213065,1,7,5,1,1,3
BE,0.74034476,2,6,5,1,1,4
CZ,0.65436786,2,3,5,6,3,2
CZ,0.4357914,2,3,5,1,2,3
CZ,0.5852517,2,7,5,3,3,2
CZ,0.4095069,2,5,3,5,4,2
CZ,0.9130255,2,4,5,1,3,3
CZ,0.61187124,2,3,4,6,4,2
CZ,1.1492234,1,4,5,1,2,3
CZ,1.2464039,2,3,5,1,3,2
CZ,1.7041571,2,4,5,NA,1,2
CZ,1.1776406,2,5,2,1,3,2
CZ,1.1529907,1,4,4,1,2,1
CZ,6.1949553,2,2,5,8,4,1
CZ,0.7025302,1,5,5,1,1,3
CZ,0.33866385,2,5,3,6,2,2
CZ,0.8731689,2,4,5,1,2,3
CZ,2.0041208,2,4,4,6,2,2
CZ,1.0704018,2,3,5,1,1,2
CZ,0.5472085,1,3,5,4,2,3
CZ,1.3263973,1,3,4,1,NA,2
CZ,1.323676,2,3,2,6,2,3
CZ,0.7866976,2,7,5,1,2,2
CZ,0.9122266,2,3,5,6,2,2
CZ,0.8049363,1,7,2,1,2,3
CZ,1.4896443,1,4,5,1,2,3
CZ,2.901954,1,3,2,1,NA,2
CZ,0.799257,2,4,5,8,3,2
CZ,1.3098348,1,7,5,1,1,3
CZ,0.8436447,2,4,4,1,3,2
CZ,1.1452466,1,5,2,1,2,2
CZ,0.7506782,2,4,5,1,2,3
CZ,2.163361,1,4,5,1,1,3
CZ,0.29636934,1,7,5,1,2,3
CZ,1.4460359,1,6,5,2,2,1
CZ,0.29636934,1,7,5,6,3,2
CZ,0.74701476,2,7,5,8,2,3
CZ,0.96488506,1,7,4,3,2,3
CZ,0.5162303,2,3,3,1,3,3
CZ,0.46236515,2,4,4,6,1,4
CZ,1.4843296,1,3,4,6,3,2
CZ,0.4448438,2,7,5,1,2,3
CZ,1.3237933,2,4,5,8,2,2
CZ,0.565847,2,4,5,8,2,3
CZ,0.27198488,2,4,5,1,4,2
CZ,0.4916808,1,5,5,3,3,3
CZ,0.8798525,2,5,5,6,4,3
CZ,1.1355957,2,5,5,1,2,2
CZ,2.656397,1,5,4,2,NA,3
CZ,0.36635244,2,4,5,1,3,3
CZ,0.65794057,2,7,5,1,2,3
CZ,0.54066145,1,5,5,1,1,3
CZ,0.56578696,2,4,5,3,2,2
CZ,0.9528103,2,4,5,6,1,3
CZ,0.88519645,1,5,5,1,NA,2
CZ,1.0982865,1,7,5,1,2,1
CZ,0.98938333999999994,1,5,3,6,2,3
CZ,0.38619164,2,NA,2,6,2,2
CZ,0.76833194,2,4,5,1,2,3
CZ,0.87203425,2,7,5,1,1,3
CZ,0.96820825,1,4,4,6,2,3
CZ,1.1113957,1,5,4,1,1,1
CZ,1.2623649,1,5,4,1,1,3
CZ,0.77391654,2,5,3,1,1,3
CZ,1.311624,1,3,5,1,3,2
CZ,0.62603056,2,5,4,1,2,3
CZ,0.6141982,2,3,5,6,2,2
CZ,1.9408611,1,3,5,6,3,3
CZ,0.92758423,2,3,3,6,2,3
CZ,0.86892176,1,5,5,6,1,3
CZ,0.53342754,2,5,5,1,3,2
CZ,0.71318287,2,4,4,1,2,3
CZ,1.4094874,2,5,5,1,3,1
CZ,0.48663828,1,NA,2,6,2,3
CZ,1.0211304,2,4,5,1,2,3
CZ,1.1976047,1,4,5,6,2,3
CZ,0.87322396,1,7,5,1,1,3
CZ,1.2798454,2,3,4,1,3,2
CZ,1.0750825,2,3,4,1,2,3
CZ,1.0697147,2,4,5,1,2,2
CZ,0.5265691,2,4,5,6,2,3
CZ,0.94129205,1,7,4,1,2,3
CZ,1.2627686,1,4,5,1,2,2
CZ,1.2136952,1,5,5,6,2,3
CZ,1.8942568,1,3,2,6,2,2
CZ,1.4468096,2,4,5,1,2,2
CZ,1.73067,2,3,5,1,2,2
CZ,0.39598843,2,4,5,1,3,3
CZ,0.37261367,2,7,4,1,2,2
CZ,0.72386324,2,4,4,1,2,3
CZ,0.89503825,1,7,5,1,1,3
CZ,0.98570526,2,3,5,1,2,2
CZ,0.88561493,2,3,4,3,3,2
CZ,0.6338081,1,7,5,1,NA,2
CZ,0.27623898,1,6,5,1,1,3
CZ,4.243032,1,3,5,1,3,2
CZ,1.9359921,2,4,5,1,1,2
CZ,0.8326209,2,4,5,6,2,3
CZ,1.0441262,1,4,5,6,2,2
CZ,1.2978593,1,3,3,6,3,1
CZ,0.44689316,2,7,5,1,2,2
CZ,1.0316662,2,4,5,1,2,4
CZ,0.5555988,2,5,5,1,NA,2
CZ,1.3660079999999999,1,4,5,1,2,3
CZ,1.4621824,1,7,5,6,1,2
CZ,1.0395491,2,4,5,1,1,3
CZ,0.6974379,1,7,5,1,1,3
CZ,0.29294226,2,4,5,1,1,3
CZ,1.055578,2,4,3,6,2,2
CZ,0.9819553,1,4,5,1,2,4
CZ,2.1421373,2,3,5,1,1,3
CZ,0.45594966,2,7,5,1,3,2
CZ,0.87988037,1,5,5,1,3,2
CZ,0.56066644,2,7,5,6,2,3
CZ,1.8305382,2,4,4,6,2,3
CZ,0.6972326,2,7,5,1,2,3
CZ,0.6850108,2,7,4,8,NA,3
CZ,1.0228505,2,5,5,1,1,3
CZ,0.5416206,2,3,3,1,2,3
CZ,0.5394063,2,4,5,8,2,3
CZ,0.91402125,2,5,5,5,2,2
CZ,0.5960522,1,3,4,1,3,1
CZ,0.7052818,2,4,4,6,2,3
