cntry,c2weight,gndr,eisced,netusoft,mnactic,hincfel,w4q50
SI,0.693676,2,6,5,1,1,2
SI,1.053158,1,6,5,1,1,3
SI,1.0355269,2,4,5,2,1,3
SI,1.0711201,1,4,5,6,2,3
SI,0.9439739,1,3,5,6,2,3
SI,0.67668384,2,7,5,6,1,3
SI,1.1831831,1,3,5,1,1,3
SI,1.0302173,1,4,5,1,1,3
SI,0.7161676,2,5,5,1,1,3
SI,0.97770715,2,4,5,1,1,2
SI,0.94941825,2,4,4,2,4,3
SI,1.2859535,2,3,5,1,2,2
SI,1.0188464,1,4,4,1,2,3
SI,0.617411,2,6,5,6,1,3
SI,0.9993908,1,5,3,6,1,3
SI,1.0423031,2,6,5,1,1,2
SI,1.1455959,2,2,2,8,2,3
SI,0.9466952,1,6,5,1,1,3
SI,0.99390316,2,5,5,1,1,3
SI,0.82397246,2,4,5,1,1,4
SI,1.3717755,1,3,5,1,1,3
SI,1.0294899,1,6,4,6,1,3
SI,0.74969333,2,4,5,6,2,2
SI,1.240608,1,4,5,1,1,3
SI,1.0714331,1,4,5,1,1,3
SI,1.1641071,1,4,5,1,1,2
SI,0.9551677,2,4,2,8,2,3
SI,0.8543478,2,6,5,1,1,4
SI,0.94941825,2,4,5,2,1,3
SI,0.827066,1,4,5,6,1,3
SI,0.72663945,2,6,5,1,1,3
SI,1.0915784,1,6,5,1,1,2
SI,0.74372846,2,7,3,8,1,3
SI,0.815257,2,7,5,1,1,3
SI,0.6867737,2,6,5,1,3,3
SI,1.0161519,2,4,5,1,2,2
SI,0.9084655,1,4,5,6,1,3
SI,1.1707429,2,4,5,1,1,4
SI,0.8048143,1,4,5,1,2,3
SI,0.9416786,1,6,5,8,1,2
SI,0.75618184,2,4,5,6,1,3
SI,0.9696533,1,4,5,6,1,2
SI,0.824052,2,4,5,2,4,2
SI,0.693676,2,6,5,1,1,2
SI,0.9432773,1,3,5,1,1,3
SI,0.9547153,1,6,5,6,2,2
SI,1.8160355,1,3,1,8,4,4
SI,0.7381059,1,4,5,6,1,2
SI,0.61378163,2,6,5,1,1,3
SI,1.2542496,1,4,5,1,2,3
SI,1.0091628,1,6,5,1,1,3
SI,0.94202584,2,4,5,8,1,3
SI,0.6867737,2,6,5,1,2,2
SI,1.3507495,2,2,5,6,3,2
SI,1.0820714,2,4,5,2,2,3
SI,1.0029192,1,6,5,1,1,2
SI,0.6523388,2,7,5,1,1,3
SI,1.2141943,1,4,5,1,2,3
SI,0.78228384,2,6,5,1,1,3
SI,1.000011,1,7,5,1,1,3
SI,0.87766397,2,6,5,1,1,3
SI,0.9423511,1,4,5,1,1,3
SI,0.766494,2,7,5,1,1,3
SI,0.8714524,2,4,5,2,1,4
SI,1.4242802,1,4,5,2,1,2
SI,0.84236693,2,4,5,1,2,4
SI,2.597768,1,2,3,1,2,2
SI,1.0977396,1,7,5,6,1,2
SI,1.4423797,2,2,5,6,2,3
SI,0.8580296,2,4,5,1,1,3
SI,1.2487442,1,4,5,1,1,3
SI,0.7586394,2,6,5,1,1,4
SI,1.3740088,2,4,5,1,1,4
SI,0.8822139,1,6,5,1,1,3
SI,1.204834,1,3,5,1,2,3
SI,1.3526058,1,4,5,1,1,3
SI,0.7449116,1,4,5,1,1,2
SI,0.7855762,2,6,5,1,1,3
SI,1.17221,1,3,5,1,2,2
SI,1.2560407,1,5,5,1,1,3
SI,0.8375861,2,4,5,2,1,3
SI,1.277617,2,2,5,2,1,3
SI,0.87147075,2,3,5,6,2,3
SI,1.2591416,1,4,5,1,1,3
SI,1.225885,2,4,5,8,2,3
SI,1.2856035,2,NA,5,2,2,3
SI,0.8856687,1,3,5,6,2,3
SI,0.8039974,2,6,5,1,1,3
SI,0.9305378,1,7,5,1,1,2
SI,1.0343841,1,6,5,1,2,4
SI,0.59616774,2,6,5,6,1,3
SI,1.2386649,1,4,5,1,1,2
SI,0.73972625,2,5,5,1,2,3
SI,1.2031684,1,4,5,1,2,4
SI,0.88115025,1,4,5,1,2,2
SI,0.9667518,2,7,5,1,1,3
SI,1.1641071,1,4,5,1,2,3
SI,1.1863024,1,6,5,1,1,2
SI,0.876953,1,3,4,6,1,3
SI,0.8913686,1,7,5,1,1,4
SI,0.90179104,2,4,5,6,2,3
SI,0.7986499,2,6,5,1,2,4
SI,0.78402346,2,6,5,1,1,3
SI,0.8486054,2,4,5,1,2,3
SI,0.79759556,2,6,5,1,1,4
SI,0.6909842,2,4,5,1,3,3
SI,0.8330892,1,4,4,1,2,3
SI,0.617411,2,6,5,6,1,3
SI,1.1343693,1,3,5,1,1,2
SI,0.7780451,2,4,5,2,3,2
SI,1.0775152,1,6,5,1,1,3
SI,0.7646295,2,4,5,8,2,3
SI,1.0245638,1,4,2,1,1,3
SI,0.824052,2,4,5,2,1,2
SI,0.8020225,2,5,5,1,2,3
SI,0.69225556,2,7,5,1,1,3
SI,0.9202426,1,4,5,6,1,3
SI,1.0168937,1,6,5,1,1,3
SI,1.0113349,2,4,5,1,1,3
SI,0.8068549,2,6,5,1,2,2
SI,0.58516663,2,6,5,1,1,3
SI,0.9994612,2,3,5,1,1,3
SI,1.0032955,2,3,5,1,2,3
SI,1.0080264,2,5,5,3,3,3
SI,1.710478,1,3,5,2,3,3
SI,1.1215827,1,6,5,6,1,3
SI,1.1775824,1,4,5,3,3,2
SI,1.5157659,1,4,5,1,2,3
SI,0.7418111,2,6,5,8,1,3
SI,1.2137331,2,6,5,1,1,2
SI,1.2566007,1,3,5,1,2,3
SI,0.8468061,1,4,5,1,1,2
SI,0.7791317,2,6,5,1,2,3
SI,1.0302173,1,4,5,1,1,3
SI,1.0687417,1,6,5,6,1,2
SI,0.86337614,1,6,5,1,1,2
SI,0.9291212,2,6,5,8,4,3
SI,1.0597553,1,4,5,1,1,3
SI,0.72560364,2,6,5,2,1,3
SI,0.8777928,2,4,5,1,2,4
SI,1.6261083,1,6,5,3,2,3
SI,1.880348,2,2,5,8,2,3
SI,1.1276098,2,3,5,1,1,2
SI,1.522607,2,4,5,1,2,3
SI,0.9734643,1,5,5,1,1,2
SI,0.634296,2,5,5,1,1,2
SI,0.87488866,2,4,5,8,1,2
SI,1.6010305,1,2,5,2,3,2
SI,0.6867737,2,6,5,1,1,3
SI,0.68686515,2,6,5,6,2,3
SI,1.449003,1,4,5,1,1,3
SI,0.6289794,2,6,5,8,1,3
SI,0.75092506,2,5,2,6,1,3
SI,1.0875846,1,3,5,6,1,3
SI,0.6711026,2,6,5,1,1,3
SI,0.7992079,2,6,5,8,1,3
SI,1.0985628,2,4,2,6,2,3
SI,0.94147664,1,4,5,8,3,3
SI,1.0672476,1,4,5,1,1,3
SI,0.8710137,1,4,5,6,2,3
SI,1.292892,1,4,2,1,2,2
SI,1.0663741,1,6,5,1,1,4
SI,0.7992079,2,6,5,1,1,3
SI,0.7435319,2,6,5,8,1,3
SI,1.0264357,1,6,5,1,2,3
SI,0.7912555,2,6,5,1,1,3
SI,1.1163309,1,2,4,5,4,2
SI,1.0894858,2,4,5,6,2,2
SI,1.0277137,2,3,5,6,2,3
SI,0.7935387,2,6,3,1,1,3
SI,0.8332653,2,6,5,3,4,3
SI,1.0493139,2,4,5,1,2,3
SI,0.90205187,2,4,5,1,1,3
SI,0.8892749,1,4,5,1,2,2
SI,0.65381306,2,6,5,1,1,3
SI,1.0264357,1,6,5,1,1,3
SI,0.88927984,2,6,5,1,1,3
SI,1.3530675,2,4,5,1,2,3
SI,1.060908,2,2,4,8,3,3
SI,1.2745204,1,3,1,1,2,3
SI,0.88115025,1,4,5,1,1,3
SI,0.77649146,2,5,5,8,1,3
SI,1.0161519,2,4,4,1,1,3
SI,0.93516034,2,6,5,1,2,3
SI,0.8510608,1,4,5,1,2,3
SI,0.8216885,1,6,5,1,1,3
SI,1.0031942,2,4,5,6,1,3
SI,0.85823816,1,4,2,6,2,3
SI,0.8010892,2,6,5,1,1,4
SI,0.79610646,2,4,5,2,1,3
SI,1.1089137,2,2,5,8,1,2
SI,1.2003379,2,6,5,1,1,3
SI,0.81446725,2,5,5,1,1,4
SI,0.9092497,2,3,5,1,2,2
SI,1.2203466,2,4,5,1,1,3
SI,0.6868551,2,5,2,8,2,3
SI,0.871222,2,4,5,6,1,4
SI,1.5281248,2,4,4,1,2,3
SI,0.71861184,2,5,5,6,2,2
SI,0.91466147,1,4,5,1,NA,3
SI,1.0047703,1,6,4,1,2,3
SI,1.1587546,1,3,5,1,1,3
SI,1.1482073,1,6,5,1,1,2
SI,0.9084655,1,4,5,1,1,3
SI,0.8254047,2,6,5,1,1,3
SI,1.0678732,1,6,5,1,1,2
SI,1.0168937,1,6,5,6,1,3
SI,1.0245638,1,4,5,1,1,3
SI,0.5992335,2,6,5,6,2,3
SI,1.2349311,2,3,5,1,2,2
SI,0.7992079,2,6,5,1,2,3
SI,2.476747,1,2,5,1,2,4
SI,1.0856478,1,6,5,1,1,2
SI,1.0423942,1,5,5,1,2,3
SI,0.855401,1,6,5,2,1,3
SI,0.72226596,2,4,5,1,1,3
SI,1.0382824,1,6,5,1,1,2
SI,1.0866371,1,4,5,1,2,2
SI,1.1074978,1,6,5,1,1,3
SI,0.9011368,2,6,2,8,1,3
SI,1.3781878,1,3,5,1,1,3
SI,1.1898549,2,3,5,4,2,3
SI,1.038523,1,4,5,1,1,3
SI,1.1493390000000001,1,2,4,6,1,3
SI,0.8265505,2,3,3,6,3,3
SI,0.8746943,2,4,5,3,2,3
SI,0.8988533,2,4,5,2,2,2
SI,1.0753645,1,6,5,1,1,3
SI,0.941318,2,4,5,1,2,2
SI,0.79182243,2,7,5,1,1,2
SI,0.90530974,2,4,5,1,1,4
SI,1.0806767,2,4,5,6,3,3
SI,0.76106995,2,4,5,2,1,3
SI,0.69817823,2,4,5,2,1,3
SI,0.9232073,1,3,5,1,2,2
SI,1.0152031,1,4,5,1,1,2
SI,0.8265505,2,3,5,1,2,3
SI,0.85823816,1,4,5,1,1,2
SI,0.9424881,1,4,4,6,1,2
SI,1.2005826,1,6,5,1,2,3
SI,1.0179231,1,6,5,2,1,3
SI,1.0091628,1,6,5,1,1,3
SI,0.7040757,2,7,5,1,1,3
SI,0.93179846,1,4,5,1,1,3
SI,1.6551127,1,4,5,3,1,2
